2073,259,110,115
1452,244,91,106
660,206,84,87
739,382,152,160
2748,357,115,177
1379,490,161,218
776,237,131,86
791,357,129,161
512,354,161,118
337,72,31,30
862,115,46,54
1789,159,67,66
1549,365,145,163
776,446,175,178
810,298,111,124
913,521,209,209
1331,668,302,262
397,172,75,70
641,175,78,73
639,352,152,146
1776,157,62,64
1302,198,81,87
311,66,28,25
370,268,112,99
589,171,76,65
2156,186,68,88
679,192,80,70
487,168,83,68
1287,314,102,155
572,284,95,114
872,116,53,51
818,117,47,44
609,229,80,104
1613,311,111,148
1062,358,151,142
2308,137,48,56
469,291,111,116
385,144,69,59
561,316,132,137
1013,879,307,372
2390,156,72,69
820,167,62,68
724,146,65,52
1050,573,222,232
1165,215,96,93
701,481,191,210
1525,124,46,52
751,364,145,161
502,193,76,77
457,135,56,56
1472,238,92,100
336,177,85,61
6904,551,228,210
387,317,162,108
626,301,114,131
505,443,160,188
661,329,129,125
1408,68,30,26
402,349,134,142
2631,247,111,101
703,130,61,56
799,216,84,94
535,73,35,28
599,693,282,288
1049,886,364,316
684,243,84,113
963,134,56,55
1631,374,118,186
826,335,127,131
842,161,61,57
882,428,156,191
586,86,32,33
511,84,38,26
551,376,161,155
367,154,79,59
787,198,79,79
600,221,105,87
955,116,42,50
329,300,119,123
2367,351,132,144
451,200,87,79
1541,147,58,67
497,576,233,250
2726,335,106,168
608,194,77,80
816,483,192,209
943,633,275,259
412,265,84,102
992,119,44,50
2412,106,45,51
802,384,158,168
2907,216,78,97
740,704,321,299
282,147,57,42
1127,158,61,68
811,104,43,40
2091,376,142,159
1006,136,54,59
1619,70,30,27
766,61,17,28
3636,660,256,294
1807,199,66,87
797,237,87,92
580,274,92,124
139,64,28,17
468,270,100,117
516,108,53,45
755,131,56,55
2464,273,86,134
1450,977,426,378
464,145,67,57
871,200,87,79
787,270,92,121
378,206,86,88
6720,497,209,195
885,223,101,86
858,111,41,52
375,255,105,98
1408,149,55,68
1023,138,57,57
783,207,78,104
737,441,190,188
917,158,53,67
493,120,42,43
2321,69,32,28
677,162,69,66
456,192,82,77
745,284,108,127
836,387,153,170
488,229,88,87
365,148,61,61
811,132,63,60
711,220,81,86
1289,755,300,320
1080,214,77,102
1589,109,50,42
1053,402,159,186
3138,190,60,96
809,225,74,102
421,97,45,38
1041,231,78,99
298,194,86,84
1372,70,31,30
802,119,48,52
619,249,96,106
1051,312,120,144
381,459,193,176
1139,392,154,165
465,111,39,49
1211,131,53,56
674,703,275,298
1061,401,150,174
2189,330,108,144
808,437,173,187
790,95,40,38
578,381,155,151
493,146,58,52
1985,232,77,93
1487,250,98,103
856,207,59,86
1567,393,165,166
675,189,69,88
582,180,70,77
740,198,83,83
978,651,233,233
1021,216,85,93
1043,320,126,143
1029,278,96,132
1534,467,175,209
1086,162,58,70
281,148,60,60
463,305,127,124
696,68,25,27
1002,610,226,242
808,767,274,328
673,290,106,112
1500,126,57,46
1291,352,127,156
791,238,101,102
712,184,78,72
894,232,89,92
458,378,165,155
703,198,78,80
572,130,47,44
1543,50,24,22
989,307,103,146
322,91,46,35
505,158,51,70
794,246,110,83
1091,112,48,51
954,323,126,132
949,229,71,87
1445,328,126,137
674,231,97,96
1260,159,65,61
452,118,47,50
633,258,78,104
2337,258,106,112
1118,371,152,153
1068,694,295,295
1110,73,36,31
1061,267,98,111
1112,373,128,164
953,244,99,103
1751,207,70,94
976,182,70,82
3952,326,136,140
1441,249,88,111
484,164,74,69
1063,187,78,73
1397,314,119,145
835,260,87,123
480,218,78,81
557,83,37,33
377,138,60,50
976,507,195,214
842,175,55,82
1225,202,85,86
1248,224,73,101
615,97,46,38
1751,326,147,128
895,125,49,53
1423,99,34,46
804,267,87,125
611,116,56,46
280,146,61,59
300,161,76,54
402,260,107,99
1419,249,102,107
721,227,79,85
1240,389,142,174
1325,149,51,68
377,321,123,130
1232,357,113,161
730,113,47,45
1427,261,97,117
1008,302,123,128
810,137,52,51
1431,179,69,84
942,160,58,72
798,331,117,160
1349,81,29,41
535,370,153,162
658,191,119,59
1094,332,138,143
974,285,129,126
699,296,116,122
380,92,41,32
1252,131,52,61
1072,267,102,111
1045,270,124,108
654,248,92,105
955,143,56,61
875,345,134,144
459,118,59,44
615,400,163,166
646,394,141,174
529,66,27,27
2323,183,60,84
818,597,193,263
756,247,84,109
1386,90,33,40
1841,205,61,103
849,242,112,77
547,309,130,117
733,339,109,133
417,147,65,61
1253,102,48,42
2728,429,169,188
1570,104,45,45
1126,651,252,278
406,129,61,53
491,121,59,47
722,186,81,76
1076,429,150,176
1120,313,124,136
394,330,121,137
405,115,35,47
529,354,126,157
2999,407,143,174
514,153,69,63
1355,265,96,114
541,194,84,78
604,195,66,82
981,175,72,73
1202,382,165,162
1060,134,58,50
427,85,35,37
2061,448,189,179
2387,234,90,99
273,472,211,165
753,458,179,191
502,81,37,27
655,171,79,66
1096,118,37,56
748,468,186,195
2259,66,24,33
1059,416,180,172
1584,123,57,39
1985,292,97,127
539,268,91,115
466,247,104,107
671,154,68,65
682,58,23,24
