id,thsa_netsurfp2,tasa_netsurfp2,q3_H,q3_E,q3_C,rhsa_netsurfp2
16VPA,4463.595411847791,15771.844393233905,184.7572649486392,21.729876153080568,104.51286011040793,0.2830103633131624
1A0IA,4052.1938005694374,16238.504164283024,93.36575136013653,108.42069319570328,130.21355532691814,0.24954230756563983
1A1XA,2233.9726353389196,7251.23620627692,4.477318311033741,52.95048687472581,48.5721954354085,0.30808162522758753
1A41A,2360.5260697245044,12120.411371086959,128.72082676732657,28.342119132324797,63.937054490612354,0.19475626671843008
1A5TA,4368.264083564625,16049.712850202166,187.61904597897865,30.157108340206378,105.22384572887677,0.272170855910958
1A62A,1584.30655072971,7631.44090244821,38.00223473101505,33.08856732410777,53.90919809389743,0.20760254465463465
1A7EA,2130.63182881589,7583.489756948197,81.83674979425268,2.131537062507732,34.0317130482872,0.2809566435906039
1A7JA,3470.354655213452,14132.72583263764,115.72980139155175,53.91721553030857,109.3529823354329,0.245554516256102
1A8LA,2463.8642427459076,11534.326704914693,93.20810500787275,54.86241254264837,77.9294829438586,0.21361144917943697
1AEPA,2768.80076103432,10793.18590103242,135.14882281291648,0.03880034335361415,17.81237680921913,0.256532296063711
1AH7A,2206.3552943713044,10720.697471584133,147.59041827049805,8.821643844273012,88.58793844086904,0.20580333511130078
1AHOA,1239.1841696992497,4200.9465997649,9.257577383250464,20.85704438040557,33.88537843548693,0.29497736766484933
1ALUA,2134.738566409679,9351.765829754311,113.3091857091058,0.9282112627583956,42.76260277314577,0.22827117415810685
1AOLA,2588.39735426496,11084.322128701126,48.89788083127496,63.06758915146929,115.03452967759222,0.23351877762219742
1AT0A,1880.89626340569,7529.763895095469,6.956482581574619,77.40639545358044,60.63712150231004,0.2497948527484131
1ATGA,2621.8976857251237,10044.92701488017,91.80949988237217,49.42764973338808,89.7628500565479,0.2610170966738877
1AX8A,2247.0517356806195,7718.823444766623,90.3999812679831,0.3117769726213737,39.28824265618459,0.2911132443642204
1AZOA,3044.5563905874865,11184.455829219361,76.50944577509927,50.416787838285586,87.07376735658909,0.2722131891865128
1B63A,4102.412361299179,16724.99123459638,121.82828445574069,91.69081225084813,119.48090395261534,0.24528636839062484
1B89A,3436.73187258545,15859.288873169577,244.61873367161024,0.5540138213132195,73.82725135766668,0.21670151165476553
1B8KA,1851.9387358943698,5848.592398314611,1.677442063621129,52.87625810870668,35.44629899971187,0.3166469142948041
1B9WA,1646.0178868480898,6479.04319725749,3.3893634437567925,36.170666640566196,51.439969268627465,0.25405261806941365
1BCOA,4301.395102919662,14980.469796996465,86.49645963955527,80.48132657260089,128.02221415910753,0.28713352526381236
1BF2A,6600.56561661547,24400.436479968143,190.08696414833094,166.0046563348772,393.9083790005534,0.2705101452604871
1BGFA,1977.9080031183903,7718.478273690988,91.68162178224884,0.21189909267309304,32.106478599409456,0.2562562117794952
1BHEA,2071.9917173943813,14084.906778335342,26.837372769993976,183.6403997944335,165.52222862606868,0.1471072368459981
1BKRA,1522.6271845204828,6354.0213743435015,65.64363749884069,0.6314696926453962,41.72489236393449,0.2396320526507201
1BM8A,1717.9599293681736,6325.0140987402765,37.88951074370016,31.37333305527045,29.737156105809845,0.27161361264164324
1BOOA,3502.6563260639145,13767.776726946351,99.15417024494121,59.54941411088521,124.29641528177308,0.254409727549438
1BU8A,3627.5615101732965,18114.727448295667,101.90853367801907,127.89882424299253,216.192639986446,0.2002548214168465
1BX7A,1173.8577652167003,3971.049791803699,1.4566277391422773,15.719296395956917,33.82407611422241,0.2956038898428216
1BXOA,2311.10541506513,12990.52401062657,38.553071605503874,145.54382171354519,138.90310589643195,0.17790702000739836
1BYIA,2990.5056602654463,10508.660553884587,87.66962091025113,41.7683597438828,94.56201998674806,0.28457534097054726
